idx,smiles,homolumogap
1038,OCC1C(O)C(C(N1C)c1ccco1)O,6.168820991
1039,OCC1NC(C(C1O)O)c1ccco1,6.231407176
1040,OCC1NC(C(C1O)O)c1ccc[nH]1,6.37018524
1041,CSC1SC2=NC=NC(=O)C2C1,4.209601267
1042,Brc1ccc2=NC(=O)C(N=c2c1)N,2.58508158
1043,Brc1ccc2=NC(C(=O)N=c2c1)N,2.587802718
1044,O=C1N=CC(=C)c2c1c(F)c(cc2)F,4.027284987
1045,O=C(C(Cl)C)Oc1ccccc1Cl,6.051812035
1046,OC(C(C)(C)C)CC(CC#C)(C#N)C,7.787898401
1047,OC1CCC2(C1ON(C2=O)c1ccccc1)C,5.246355038
1048,C=CCC(C#N)(CC(C(C)(C)C)O)C,7.273603224
1049,OC(=O)C12CCCC2CCCN1,6.530732412
1050,CC1(O)C2C=CC1C1C2COC1,6.628693398
1051,CCOC1CCC(O1)(C(C)C)C(C)C,8.764787125
1052,OCC(C(=CC=Cc1ccccc1)O)O,4.059938649
1053,CCOc1ccc(cc1OC(=O)C)C=CC,4.903491586
1054,OCC#CCC(OCc1ccc(cc1)OC)C,5.883101448
1055,CC1CC(OC1CC(=O)OCC)C=O,5.831399816
1056,C=CC(CC(C1OC1c1ccccc1)O)C,6.212359207
1057,NC1COC(CC1=O)CO,5.771534769
1058,c1ccc(cc1)COCC1OCC2C(C1)O2,6.525290135
1059,C1=CCC(OC1)COCc1ccccc1,6.514405581
1060,C=CCOC(C(CO)O)CC=C,6.775634877
1061,C=COC(=O)C1C(=O)CC2N1C(=O)C2C(O)C,5.608266459
1062,OC1CN2CCC2C(C1O)O,6.476309642
1063,C=CCC1(C)CN1S(=O)C(C)(C)C,6.435492564
1064,OCC(C(C1C(O)C(CN1C(=O)C)O)O)O,7.227343869
1065,CCC1(C)CN1S(=O)C(C)(C)C,6.857269033
1066,CC(S(=O)N1CC1(C)c1ccccc1)(C)C,5.71439086
1067,CC=C1C(=O)N(C)Cc2c1ccc(c2)F,4.952472079
1068,CC=C1C(=O)N(C)Cc2c1ccc(c2)Cl,4.85995337
1069,OCCC(OCc1ccc(cc1)OC)C=C,5.858611201
1070,CC(CCOC1=CC(=O)N=C2C1C=CC=C2)C,4.144293943
1071,CSC1=NC(=O)C(C(=N1)O)CC(C)C,4.691242783
1072,CCCCCC=CC(=O)c1nccn1C,4.691242783
1073,CC(C=CC(=O)c1nccn1C)C,4.691242783
1074,OC(C(C)(C)C)CC(=O)c1nccn1C,5.017779403
1075,O=C(c1nccn1C)C=CC(C)(C)C,4.707569614
1076,CCOC(=O)N1CCC2C(=CC(=O)N=N2)CC1,3.594623965
1077,CCOC(=O)CC1C=NC=NC1=O,4.394638686
1078,COC1=CC=C(C2=Nc3c(C(=O)C12)cccc3)C,3.341558084
1079,C=C1C=CC(=O)c2c1[nH]c1ccccc1c2=O,3.197337743
1080,C1CCC2C(C1)c1ccccc1C=CO2,4.947029802
1081,C#Cc1ccccc1C1CCCCC1O,5.44227701
1082,OCC12OC2CCCC1=O,5.681737198
1083,CCC(=O)C(C1CC2(CC2)OC(O1)(C)C)(C)C,6.122561636
1084,CCCC=CCC(C(=O)OC)CC,6.840942202
1085,OCC(CCCC1(O)CC1)C,8.729412324
1086,CCOC(=O)C=CNc1cccc(c1)Cl,4.693963921
1087,CC(CCC(=CB1OC(C(O1)(C)C)(C)C)C)C,6.119840498
1088,CCN=C(CCC1N=C(N=C1O)O)O,5.249076176
1089,CCCCC=C(CC(c1ccccc1)(O)C)C,6.28038767
1090,COc1ccc(cc1)C(=C(CC(C)C)F)C,5.502142057
1091,FC=C(c1ccc(cc1)Cl)C,5.251797315
1092,C=CC(=O)C1OC(OC1C)(C)C,4.713011891
1093,CC1=CCCC(=O)C23C1CCC3(O2)C,4.854511093
1094,C=CCCC(=O)C12OC2(C)CCC1C(=C)C,5.768813631
1095,C=CCCC(=O)C1=C(C)CCC1C(=C)C,5.208259099
1096,CCOC=Cc1cncc(n1)Cl,4.318446807
1097,COC(=O)C(C(C(=O)OC)C)C(O)C,7.268160947
1098,OCC1(C)C(Nc2c1cccc2)c1ccccc1,4.957914356
1099,CCOC(=O)C(C1=NCCC1)(CC=CC)O,6.008273819
1100,COC(=O)C12CC=C(C(C1)C(=C)N=C2O)C,5.07764445
1101,COC(=O)C12CC=C(C(C1)C(=C)OC2=O)C,6.174263268
1102,OCC=C(C(=C=CC)C(C)(C)C)C,6.400117764
1103,OCC=C(C(=C=CC=C(C)C)C(C)(C)C)C,5.167442021
1104,O=N(=O)CC(C(C(=O)C)C(=O)C)c1ccco1,4.449061456
1105,C1=CC2=CCC(C2=C1)c1ccc2c(c1)OCO2,3.891228062
1106,COc1ccc(cc1)OCC=CC=O,4.005515879
1107,CCCC1NN(COCCO)C(=O)N=C1O,5.404181071
1108,CCCC=CCSC(=Nc1ccccc1)O,5.594660766
1109,CCCC=CCSC(=NCCCC)O,6.296714501
1110,OCC(C(c1ccc(cc1Cl)Cl)O)C,6.051812035
1111,OCC(C(c1ccc(cc1)Cl)O)C,6.122561636
1112,OCC1OC(C2C1OC1(O2)CCCC1)C,8.547096044
1113,CCCC(SC(=Nc1ccccc1)O)C=C,5.646362398
1114,CCCCN=C(SC(CCC)C=C)O,6.329368163
1115,OCC(C(c1ccccc1Cl)O)C,6.20691693
1116,OCC(C(c1cccnc1)O)C,6.239570592
1117,OCC(C(c1ccccc1N(=O)=O)O)C,4.544301303
1118,O=C1N(C)C=CC2C1CC=CC2(C)C,4.628656597
1119,C=CCC1C(=O)N(C)C=CC1C(C=C)(C)C,5.610987597
1120,C=CCC1C(=S)N(C)C=CC1C(C=C)(C)C,4.231370375
1121,OCC(C(c1ccc(cc1)C#N)O)C,5.640920121
1122,N#CC1C=CC(=O)c2c1[nH]c1ccccc1c2=O,4.100755727
1123,COC1=CC=C(C2=Nc3c(C(=O)C12)cccc3)N,2.832705184
1124,COC(=O)C12OC2CCCC1O,6.791961708
1125,COC(=O)C12OC2CCCC1=O,5.771534769
1126,CC1(C)OC(CC2(O1)CC2)C(C1(O)CC1)(C)C,8.043685421
1127,CN1C(=O)C2(C)CCC(C1=O)(C2(C)C)N,6.160657575
1128,CC1(C)C2(C)COCC1(N)CC2,7.943003296
1129,CCC1=CC2C(C1)C(C2)(CN)OC(=O)C,6.288551085
1130,CCCC1=CC2C(C1)C(C2)(CN)OC(=O)C,6.285829947
1131,NCC1(CC2C1CC=C2C1CC1)OC(=O)C,6.201474653
1132,CCCC1=CCC2C1CC2(CN)OC(=O)C,6.274945393
1133,CCC1=CCC2C1CC2(CN)CC(=O)O,6.925297495
1134,CCC1=CCC2C1CC2(CN)OC(=O)C,6.274945393
1135,NCC1(CC(=O)O)CC2C1CC=C2C,6.968835711
1136,NCC1(CC(=O)O)CC2C1C1(C=C2)CC1,6.590597459
1137,NCC1(OC(=O)C)C(C)C2C1CC=C2,6.326647024
1138,NCC1(CC(=O)O)CC2C1SCC2,6.31576247
1139,NCC1(CC(=O)O)CC2C1OCC2,7.064075559
1140,NCC1(CC(=O)O)CC2C1CSC2,6.372906379
1141,NCC1(CC(=O)O)CC2C1COC2,7.279045501
1142,NCC1(CC(=O)O)CC2C1CCS2,6.449098257
1143,NCC1(OC(=O)C)CC2C1CC=C2,6.397396625
1144,CCN1C(=O)N=C(C(C1N)C(C)C)O,5.730717692
1145,COC(C(F)(F)F)(C(=O)O)O,7.205574761
1146,CCOC(=O)C=CC1(CC1)C1CC1,5.801467293
1147,CCC(=O)C=CCC(c1ccc(cc1)Cl)C,5.20553796
1148,OCC=CC(COCc1ccc(cc1)OC)C,5.825957539
1149,COc1ccc(cc1)CC1CCC(N1)C(O)C,5.654525813
1150,OC1=NC2CC1C(C2)c1ccc(cc1)F,6.051812035
1151,OC1=NC2CC1CC2c1ccc(cc1)F,6.054533174
1152,O=C1C2C=CC(N1c1ccc(nc1)Cl)C2,5.175605437
1153,O=C1C2C=CC(N1c1cccnc1)C2,5.2790087
1154,O=C1C2C=CC(N1c1cccs1)C2,4.685800506
1155,O=C1C2C=CC(N1c1cscc1)C2,5.07764445
1156,O=C1C2CC(N1c1ccccc1)C1C2O1,5.493978642
1157,C=CCOC(=O)ON=C(c1ccccn1)C#N,4.688521644
1158,CC(=O)OC=CCC(C=Cc1ccccc1)O,5.093971281
1159,N#CC=CC1(C)CCCCC1,6.174263268
1160,CC1OC(=NC1CCC=C)O,7.194690207
1161,CCOC(=O)CC(=O)C1C(C)CCC1C(=O)C,5.774255908
1162,COC(=O)C(N=C(O)C)COCCC1CO1,6.824615371
1163,CC(=NC(C(=O)OCC)COCCC=O)O,5.937524218
1164,O=C1c2ccccc2OC2(C1CCC2)C,4.69668506
1165,CC#CCOCC(C(=O)OC)N=C(O)C,6.688558445
1166,CC(C1CC=CC(=O)O1)(O)C,5.918476248
1167,O=Cc1ccc(cc1)NN=Cc1ccccc1,3.8231996
1168,CCc1ccc(cc1)C(=O)NC1COC1=O,5.673573783
1169,OC(=NC1COC1=O)c1ccccc1,5.589218489
1170,N#CC(=CC(=O)OC)CC(C)C,5.330710331
1171,COC(=O)C(=C([Si](C)(C)C)C#N)CC(C)C,5.240912761
1172,N#CC(=C([Si](C)(C)C)C(=O)OC)CC(C)C,5.493978642
1173,CCOC(=O)C(=C)CC=Cc1ccco1,4.587839519
1174,ClP1CC2OC1C=C2,5.630035567
1175,OCC(=CCC12C=C(CC2OC1=O)CO)C,6.182426683
1176,O=C1CC2C(O1)C(C(O2)Cc1ccccc1)O,6.476309642
1177,OC(=O)CON=Cc1ccc(cc1)C(=N)N,4.367427301
1178,OCC1C(O)C(C2N1CC(C2CO)O)O,7.023258481
1179,CCCCCC1OCC2(C1)CCCCC2=O,5.869495755
1180,CC(C1OCC2(C1)CCCCC2=O)C,5.850447786
1181,O=C1CCCCC21COC(C2)c1ccccc1,5.913033971
1182,O=C1CCCC21COC(C2)(C)c1ccccc1,5.766092492
1183,O=C1CCCC21COC1(C2)CCCCC1,5.836842093
1184,O=C1CCCC21COC1(C2)CCCC1,5.869495755
1185,CCCCCC1OCC2(C1)CCCC2=O,5.953851049
1186,CC(C1OCC2(C1)CCCC2=O)C,5.872216894
1187,CCCCOC(=O)CC(CC(=O)O)N,6.160657575
1188,OC(=O)C=CC=CC=CC1CCC(=O)C=C1,3.907554893
1189,CCCOC(=O)CC(CC(=O)OC)N,6.481751919
1190,OB(CN(C(=S)C1CCCN1)C)O,4.62321432
1191,OB(CN(C(=S)C(N)C)C)O,4.598724073
1192,OB(CN(C(=S)C(C(C)C)N)C)O,4.454503733
1193,O=CCCC(c1ccccc1C(F)(F)F)C#N,5.953851049
1194,CCCCOC(=O)C=Cc1sc(nc1C)C,4.234091514
1195,O=C(OC(C)(C)C)C=Cc1cnc(s1)C,4.255860622
1196,CCCCCC=CCCON=O,4.590560658
1197,CCCCCCCC=CC(OC)OC,7.211017038
1198,O=C1OCC23C(C1)C=CCC3(C)CCC2=O,5.942966495
1199,CC12CCC(C2(CO)C=CC(=O)C1)OCOC,5.001452572
1200,COc1ccc(cc1)COCC#CCC(O)C,5.869495755
1201,CCCCOC(=O)C=Cc1cnc(s1)C,4.247697206
1202,CC(Cc1ncc(s1)C=CC(=O)N(C)C)C,4.261302899
1203,COC(=O)C12C=CC(=O)CC2(C)CCC1=O,4.832741985
1204,OC(C(=Cc1ccccc1)C)CC(=O)O,5.251797315
1205,OC1C=CC(O)C(O)CC(OC(=O)C1)C,6.7701926
1206,OCC1SC1[Si](C)(C)C,6.106234805
1207,CN(C(=O)OCC1SC1c1ccccc1)C,5.428671317
1208,CCOC(=CC(=O)OCC)CC(C(C)C)O,5.845005509
1209,ON=Cc1c(C)c2CC(Oc2c(c1C)C)(C)C,4.576954965
1210,OC1=NC(=NC(C1)CC(=O)C(C)(C)C)O,5.755207938
1211,COC(=O)CC1=CC(=NC(=O)C1C#N)OC,4.85995337
1212,O=CC(=O)NC(C(=O)OC)C,4.767434661
1213,CC(=C)C#CCC(C(C)(C)C)O,5.815072985
1214,O=C(C1=CCCC1)C=CC1=CCCCC1,4.318446807
1215,OCC1NC(=CC(=O)C1)c1ccccc1,4.397359824
1216,CC#CC(=O)C1COC(O1)(C)C,5.07764445
1217,OCC(CCOC1CCCCO1)O,8.236886255
1218,OCC(CCO[Si](C(C)(C)C)(C)C)O,8.476346443
1219,CCCCCCC1CC(=O)C2=CCCCC12,5.036827373
1220,O=C1CC(C(C1=C)C)c1ccccc1,4.990568018
1221,OC(C#Cc1ccccc1)CC1COC(=N1)O,5.349758301
1222,O=C(C#C[Si](C)(C)C)CC1COC(=N1)O,4.707569614
1223,O=C1CC2C(O1)C1C(O2)(C)CCC1,7.387891041
1224,O=C1C=CC(O1)C1CCCC1(C)O,6.108955944
1225,OCC=CC(C1CCCC1(C)O)O,6.993325958
1226,OCC#CC(C1CCCC1(C)O)O,7.423265842
1227,O=CC1CCCC1(C)O,6.149773021
1228,CCCC1=CC(=O)CC(N1)CO,5.039548511
1229,CCCC#CC(=O)CC1COC(=N1)O,4.96879891
1230,COC(=O)CCCCNC(c1ccccc1)C,6.089907974
1231,O=C1CC2C3(O1)CCCCC=C3C(O2)(C)C,6.476309642
1232,COc1ccccc1C(C1C=CC(=O)O1)O,5.270845284
1233,O=C1C=CC(O1)C(c1cccc(c1)C)O,5.289893254
1234,O=C1C=CC(O1)C(c1ccccc1C)O,5.292614392
1235,COC(=O)C1=C(CC1)NC(c1ccccc1)C,4.944308664
1236,CCCCCC=CCCN(=O)=O,5.156557467
1237,COCOC(C1COC(O1)(C)C)C(CC)O,8.723970047
1238,O=C1CCCC1=C1CCCCN1,4.587839519
1239,CCC(=O)C=C1CCCN1,5.069481035
1240,O=CC(CCC=C(CCC=C(C)C)C)(O)C,5.099413558
1241,OC(c1ccc(cc1)F)C1C=CC(=O)O1,5.409623348
1242,COCOC(C(CO)O)C(OCOC)CC,8.397433426
1243,C=CCCC(CC(O)C)OCc1ccccc1,6.446377118
1244,OC1=Nc2ncccc2CN2C1CCC2,5.099413558
1245,O=C1OCCN1C=CCNc1ccccc1F,5.33343147
1246,O=C1C=CC(O1)C1(O)CCSCC1C,4.576954965
1247,C=CCC1CCCCC1(O)C1C=CC(=O)O1,5.619151013
1248,COCOC(C1COC(O1)(C)C)C=O,5.959293326
1249,COC(=O)CC1OC(CCC1O)C=C,6.587876321
1250,CCCC=CC(COC)(COC)O,7.145709714
1251,O=C1OCCN1C=CCNc1ccccc1,5.249076176
1252,CCOC=C(C(=O)C(=O)OC)CC,4.783761492
1253,CCOC=C(C(=O)C(=O)OC)C,4.615050904
1254,COC(=O)C12C(=O)C3C4C1C2C(C3)C4,6.155215298
1255,Fc1ccc(cc1)C(=O)C1=CCCCC1O,4.783761492
1256,O=CCCCC=CC(=O)c1ccc(cc1)F,4.849068816
1257,CCCC12CCCC(N2C(=O)CC1)CO,6.84366334
1258,CC1C(CCCO)OC(=O)C(C1O)C,7.2436707
1259,CC1N=C(CC1OCc1ccccc1)O,6.503521027
1260,COC1CCC(O1)C(CO)O,8.669547277
1261,CCOC(=O)C12CC1CN=C2O,6.111677082
1262,Cc1oc(c(n1)C)C=Cc1ccccc1,3.945650832
1263,CCCCOC(=O)C=Cc1oc(nc1C)C,4.329331361
1264,N#CC1(CCCCC1F)N1CCOCC1,6.805567401
1265,C=CC(CC(=O)OC(CC1OC1C=C)C)O,6.881759279
1266,CC1CC(=O)C(=CC1O)C(O)(C)C,5.121182666
1267,ClC1=NC(=O)C(=O)C=C1,3.102097896
1268,OC(=O)c1ccc2c(c1)C1C=CCC1CN2,4.879001339
1269,CCC(=NO)C(=Cc1cncc2c1cccc2)C,4.606887489
1270,CC(=Cc1cnccc1C)C(=NO)CC,4.957914356
1271,CCC(=NO)C(=Cc1cnc2c(c1)cccc2)C,4.269466314
1272,CCC(=NO)C(=Cc1ccc(nc1)C)C,4.917097279
1273,OC1=NNC(CC1)Oc1ccccc1,5.49669978
1274,O=C(c1ccncc1)NNC(=CC(=O)C)C,4.078986619
1275,CC1CC(O)c2c(C1=O)c(O)ccc2,4.881722478
1276,CC1=C(C)C2(C(CC1)C(C)(C)CCC2)C,3.733402029
1277,CON=C1CCCC(=C1)C#Cc1ccccn1,3.744286583
1278,N#Cc1c(C)nn(c1C=Cc1ccccc1)C,3.98646791
1279,COC(=O)C=COC(C(C)(C)C)C#CC(=O)O,5.219143653
1280,CCOC(=O)C#CCOC=CC(=O)OC,5.643641259
1281,COC(=O)C=COC(C(C)C)C#CC(=O)OC,5.276287561
1282,COC(=O)C=COC(C1CC1)C#CC(=O)OC,5.36880627
1283,COC(=O)C=COC(C#CC(=O)OC)C,5.268124146
1284,CCC(C#CC(=O)OC)OC=CC(=O)OC,5.246355038
1285,OC(=O)C(CC1NSN=C1O)N,5.453161564
1286,CC1=CCC2C1C1OC(=O)C(=C)C1CCC2,5.104855835
1287,CC(NCCC(C1CCC(=CC1)C)C)C,6.811009678
1288,C=C1CCC(C)C(=CC2C1CCC2(C)O)C,6.44365598
1289,OC(=O)C(CC1C=CC(=O)N=N1=O)N,3.78510366
1290,C#CCOC1=CC(=O)N=C2C1C=CC=C2,4.14973622
1291,OCC1=COC2C(C1=O)C(O)CC(C2)O,4.049054095
1292,OC1CC(O)C2C(C1)OC=C(C2=O)O,4.152457359
1293,O=CC1C(=CC(=O)C2C1(C)CCCC2(C)C)C,4.957914356
1294,N1NCC(C1)c1ccnc2c1cc[nH]2,5.088529004
1295,ClCCC1C(C)N=C(N=C1O)O,5.708948583
1296,COC1=CC(=O)C(=CNNC(=O)C(=O)N)C=C1,3.771497968
1297,CC1=CCC(C=C1)NC1CC(=NC(=N1)O)O,4.870837924
1298,OCC(CC1NC(CO)C(C(C1O)O)O)O,7.232786146
1299,CC(=O)OC1OC=CC2C1CCC2O,6.245012869
1300,OCC(C(CC(C(CO)N)O)O)N,7.300814609
1301,N#CC(N=C(C(Cc1cccs1)N)O)(C)C,5.801467293
1302,N#CC1(CC1)N=C(C(Cc1cccs1)N)O,5.480372949
1303,CC1=CC(=O)N=C2C1C=Cc1c2c(C)co1,3.918439447
1304,N#CCN=C(C(Cc1cccs1)N)O,5.831399816
1305,N#CC1(CC1)NC(=O)C1NCC(C1)F,6.748423492
1306,O=C1C=CN=C2C1c1scnc1C=C2,3.398701993
1307,O=C1CCNC2C1C1CNNC1CC2,5.562007104
1308,CCCCCC=CC=CC(O)C,5.33343147
1309,COC(=O)C=CC(=Nc1c(C)cccc1C)O,3.390538577
1310,COC(=O)C=CC(=O)Nc1ccc(c(c1)C)C,3.757892275
1311,O=C(c1ccncc1)NNC=Cc1ccccc1,3.616393073
1312,CCC(C(=O)C1C=NC(=C(C1=O)OC)OC)C,3.681700397
1313,OC1=NC(C(C(=N1)O)F)Cn1ccnc1,4.8409054
1314,OC1CC(O)C(C2N1CC(C2O)O)O,7.409660149
1315,OC(=O)C(C(C(=N)O)O)N,7.123940606
1316,NCCOP(=O)(OCC(COC=C)O)O,6.963393434
1317,OCC1OC(C(C1O)O)N1CCN=C(C1)O,6.889922695
1318,Clc1ccc(=NN=CC2CCCCC2)[nH]n1,3.654489012
1319,OC(C(=C)C)CC(C(C(C)C)O)O,6.830057648
1320,OC(c1ccccc1)CC(C(C(C)C)O)O,6.236849453
1321,CCCC(CC(C(C(C)C)O)O)O,7.836878894
1322,CC(C(CC(C(C(C)C)O)O)O)C,8.258655363
1323,CC(C1NCC2N(C1)c1ccccc1NC2)C,5.268124146
1324,CC1NCC2N(C1)c1ccccc1NC2,5.194653406
1325,CC(C1CCC2(C1C(O)C(=C)CCC2O)C)C,6.993325958
1326,OCC(=CC(C(CC1(C)OCCO1)O)C)C,7.015095066
1327,CC(=CC=C1OC2C(C1(C)O)CCC(=C2)C)C,4.857232231
1328,OCC1(C)OC1CC1(C)OCCO1,8.397433426
1329,OCC(=CCC1(C)OCCO1)C,6.865432448
1330,COC(=Cc1ccc(cc1)O)C(=O)N,4.427292348
1331,C=CC(=O)ONC(=N)c1ccccc1,5.540237996
1332,CC=Cn1cc(c2c1ccc(c2)Cl)C=O,4.381032993
1333,CC(C(C=C)O)C(CCCCC)O,7.156594268
1334,ClC=CCC(=C)C(=O)N1CCOC1=O,5.417786763
1335,Cc1c(C)cc2c(c1C)C(=O)C(C2)(C)O,4.974241187
1336,Cc1c(C)cc2c(c1C)C(=O)C(C2O)(C)C,4.955193218
1337,OCCc1cc2CC(C(=O)c2cc1C)C,5.009615988
1338,OCCc1c(C)cc2c(c1C)CC(C2)C,6.008273819
1339,OCC=Cc1cccc(c1CO)O,5.126624943
1340,OCCc1cc2c(cc1C)C(C(C2=O)CO)O,4.993289157
1341,CCCCCCC=C1CC(=O)C(=C1CCC)C,4.536137888
1342,CCCCCCC=C1CC(=O)C=C1,4.674915952
1343,Clc1ccc(c(c1)C=CCCC(O)(C)C)O,4.8055306
1344,O=C1OCCC=C1CC=Cc1ccccc1,4.571512688
1345,N#CC1=CC(O)C(C(C1O)O)O,6.019158373
1346,OCCc1cc2c(cc1C)C(C(C2=O)(C)C)O,4.971520049
1347,CC(=O)CCC1(C)C(=O)COC1=O,5.49669978
1348,O=C1C=CCC1=Cc1ccccc1,4.160620774
1349,CC(C(=Cc1ccc(cc1)N(=O)=O)C)O,4.190553298
1350,CCC1(O)CCC2(C(=O)C1OC2=O)C,5.736159969
1351,CN=C(C1NNCC1Sc1ccccc1)O,5.583776212
1352,O=C(C1CCNN1)Nc1ccc(cc1)F,5.532074581
1353,CCCCCCC=C1CC(=O)C(=C1)C(C)(C)C,4.579676104
1354,CCCC1=CC(=C[Si](C)(C)C)CC1=O,4.590560658
1355,CCCC1=CC(=Cc2ccccc2)CC1=O,3.880343508
1356,CCCCCCC=C1CC(=O)C(=C1C)C,4.606887489
1357,O=C1CCCC2(C1CC=CCC2)C,5.858611201
1358,C=CCC1C(=O)CCCC1(C)CCC=CC,5.978341295
1359,O=C1CCC2(C(C1C)(O)COC2=O)C,6.157936437
1360,O=C(C1CCNN1)Nc1ccc(cc1)C,5.507584334
1361,CC1=CC2C(=O)C1C1C2C(=CC1=O)C,4.985125741
1362,C[Si](C12CC3CC(C2)C2(C(C1)C3)N=N2)(C)C,4.881722478
1363,COc1cc(c(cc1OC)OC)C(=O)C(O)C,4.593281796
1364,CC(C1CCC(=C2C1C(O)C(=CC2=O)C)C)C,4.721175306
1365,FC12CC3CC(C2)C2(C(C1)C3)N=N2,5.161999744
1366,Fc1ccc2c(c1)C(NO2)CS(=O)(=O)N,5.453161564
1367,Oc1cccc(c1)C(OS(=O)(=O)C)C,5.796025016
1368,CC(c1cccc(c1)OS(=O)(=O)C)O,6.33481044
1369,NCC1(CC(=O)O)CC2C1CC1C2C1,7.39061218
1370,NCC1(CC(=O)O)CC2C1C1CC1(C2)CC,7.336189409
1371,NCC1(CC(=O)O)CC2C1C1CC1C2,7.336189409
1372,COC(=CN=C(c1ccccn1)O)C(=O)C,3.406865408
1373,CCCC(CC1CC(C)CC(=O)O1)O,6.908970664
1374,CC(CC(=O)CCCC(=C)C)O,6.20691693
1375,CC(CCC=Cc1ccc(cc1)C(=O)C)C,4.419128932
1376,CSC(=CN(=O)=O)Nc1ccc(cc1)O,3.885785785
1377,COC1C(=O)N2C1C1COC(C2)(O1)C,6.642299091
1378,C=CC(C1OCC2(OC1CO2)C)(C)C,7.140267437
1379,CC12CCC=C1CCCC12OCCO1,6.849105617
1380,COC(=O)c1ccc(cn1)C1OC1C,5.415065625
1381,C=CC(C(C1COC(O1)(C)C)OCC#C)(C)C,7.393333318
1382,FC(=Cc1ccccc1)C[Si](C)(C)C,5.246355038
1383,CC(CN(=O)=O)C=Cc1ccc(cc1)Cl,4.421850071
1384,OC1C2CCC(N2)(C(C1F)O)O,7.39061218
1385,O=C1C2CCCN2C(N1c1ccccc1)(C)C,5.583776212
1386,N#Cc1ccc(cc1)NC1NNCC(=N1)O,5.088529004
1387,N#CC(=CN(C)C)C(=O)CC(C)C,4.960635495
1388,COC(=O)CC(C(=NCC#C)O)N,6.103513667
1389,C=C=C(C1CCCN1C(=O)OC(C)(C)C)C,6.900807249
1390,C=CC(C1CCCN1C(=O)OC(C)(C)C)(C)C,6.887201556
1391,CC(=CCC1CCCN1C(=O)OC(C)(C)C)C,6.84366334
1392,OP(OCC1COC(O1)(C)C)O,7.507621135
1393,CCC(=C)C1N=C(OC1C(C)C)O,6.751144631
1394,CC(C1OC(=O)N2C1C2=C)C,6.930739772
1395,C=CCC1OC(C(O1)C)C,7.259997531
1396,OC(=N)OC1CCC23C1C(=O)CC(O3)(C=C2)C,6.087186836
1397,C=CC(=C)C1N=C(OC1C(C)C)O,5.401459932
1398,CC(C1OC(=NC1C(=C)c1ccccc1)O)C,5.510305473
1399,CCCCC(=C)C1N=C(OC1C(C)C)O,7.02597962
1400,OC1=NC(C(O1)C(C)C)C(=C)C(C)C,7.175642238
1401,OC1C=CC(C1)c1ccccc1F,6.128003913
1402,CSc1ccc(cc1)C1C=CC(C1)O,5.417786763
1403,COc1ccc(cc1C)C1C=CC(C1)O,5.692621752
1404,COc1cc(F)cc(c1)C1C=CC(C1)O,5.972899018
1405,OC1C=CC(C1)c1ccc(c(c1)C)F,6.032764066
1406,OC1C=CC(C1)c1cccc(c1)Br,6.114398221
1407,OC1C=CC(C1)c1cccc(c1)C,6.272224254
1408,COc1cccc(c1)C1C=CC(C1)O,5.874938032
1409,OC1CC=CC1c1ccccc1F,6.215080345
1410,OCCc1ccccc1CC(C(C)C)N,6.081744559
1411,CCCCCC(C(CO)O)OCC#C,7.366121933
1412,O=C1OC(C2N1C2=C)CCc1ccc(o1)C,5.80690957
1413,O=C1OC(C2N1C2=C)Cc1ccccc1,6.432771426
1414,CCCC1CC2N(O1)C(=O)CCC2,6.639577952
1415,CSc1ccc(cc1)C1C=CCC1O,5.431392456
1416,COc1ccc(cc1C)C1C=CCC1O,5.774255908
1417,COc1cc(cc(c1)F)C1C=CCC1O,5.964735603
1418,OC1CC=CC1c1ccc(c(c1)C)F,6.119840498
1419,OC1CC=CC1c1cccc(c1)Br,6.179705545
1420,CCOC(=O)OC1C=CC(C1)c1cscc1,5.948408772
1421,CCOCOCC=Cc1ccccc1,5.09669242
1422,CCC(C(c1ccc(o1)N(=O)=O)O)C=C,4.563349273
1423,C=CC(C(c1ccc(s1)N(=O)=O)O)C,4.484436256
1424,C=CC(C(c1ccc(o1)N(=O)=O)O)C,4.536137888
1425,CCOC(=O)OC1CC=CC1c1cscc1,6.032764066
1426,OCCCC(Cc1ccccc1CCO)N,6.318483609
1427,OCCCCC(Cc1ccccc1CO)N,6.032764066
1428,OCCCC(Cc1ccccc1CO)N,6.231407176
1429,CC=CC1Oc2c(C1C)cc(cc2)C(=O)OC,5.134788359
1430,CC(=O)C=C1CCCCC1=CC(=O)C,4.353821608
1431,CCCC=CC(C(C=O)(C)C)CN(=O)=O,5.240912761
1432,CC(c1ccccc1)N(=CC(F)(F)F)=O,5.159278605
1433,OC1C2OC2C2=C(C1O)C(=O)CC(O2)(C)C,5.001452572
1434,OC1C(O)C2=C(C3C1O3)C(=O)CC(O2)(C)C,5.083086727
1435,FC(C=N(=O)C1CCCCC1)(F)F,5.175605437
1436,CN=C(C1COC(N1C(=O)C)C(F)(F)F)O,6.674952753
1437,COC(=O)C1COC(N1C(=O)C)C(F)(F)F,6.80828854
1438,CN=C(C1COC(N1)C(F)(F)F)O,6.884480418
1439,OC(=O)C1COC(N1)C(F)(F)F,7.434150396
1440,CCCC(CC1CCCC(=N1)O)O,6.685837307
1441,CC=CC1CC2N(O1)C(=O)CC=C2,6.296714501
1442,COC(=O)C1CSC(N1)C(F)(F)F,5.874938032
